dependencyName-Version,dependencyName,dependencyVersion,SPDXID
github.com/stretchr/objx-v0.4.0,github.com/stretchr/objx,v0.4.0,"SPDXRef-Package-gomod-github.com-stretchr-objx-v0.4.0
"
sigs.k8s.io/structured-merge-diff/v4-v4.2.3,sigs.k8s.io/structured-merge-diff/v4,v4.2.3,"SPDXRef-Package-gomod-sigs.k8s.io-structured-merge-diff-v4-v4.2.3
"
golang.org/x/net-v0.3.1-0.20221206200815-1e63c2f08a10,golang.org/x/net,v0.3.1-0.20221206200815-1e63c2f08a10,"SPDXRef-Package-gomod-golang.org-x-net-v0.3.1-0.20221206200815-1e63c2f08a10
"
golang.org/x/crypto-v0.0.0-20220214200702-86341886e292,golang.org/x/crypto,v0.0.0-20220214200702-86341886e292,"SPDXRef-Package-gomod-golang.org-x-crypto-v0.0.0-20220214200702-86341886e292
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.35,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.35,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.35
"
golang.org/x/sys-v0.3.0,golang.org/x/sys,v0.3.0,"SPDXRef-Package-gomod-golang.org-x-sys-v0.3.0
"
golang.org/x/term-v0.3.0,golang.org/x/term,v0.3.0,"SPDXRef-Package-gomod-golang.org-x-term-v0.3.0
"
golang.org/x/sync-v0.0.0-20220722155255-886fb9371eb4,golang.org/x/sync,v0.0.0-20220722155255-886fb9371eb4,"SPDXRef-Package-gomod-golang.org-x-sync-v0.0.0-20220722155255-886fb9371eb4
"
golang.org/x/oauth2-v0.0.0-20211104180415-d3ed0bb246c8,golang.org/x/oauth2,v0.0.0-20211104180415-d3ed0bb246c8,"SPDXRef-Package-gomod-golang.org-x-oauth2-v0.0.0-20211104180415-d3ed0bb246c8
"
golang.org/x/mod-v0.6.0-dev.0.20220419223038-86c51ed26bb4,golang.org/x/mod,v0.6.0-dev.0.20220419223038-86c51ed26bb4,"SPDXRef-Package-gomod-golang.org-x-mod-v0.6.0-dev.0.20220419223038-86c51ed26bb4
"
golang.org/x/time-v0.0.0-20220210224613-90d013bbcef8,golang.org/x/time,v0.0.0-20220210224613-90d013bbcef8,"SPDXRef-Package-gomod-golang.org-x-time-v0.0.0-20220210224613-90d013bbcef8
"
golang.org/x/text-v0.5.0,golang.org/x/text,v0.5.0,"SPDXRef-Package-gomod-golang.org-x-text-v0.5.0
"
golang.org/x/tools-v0.1.12,golang.org/x/tools,v0.1.12,"SPDXRef-Package-gomod-golang.org-x-tools-v0.1.12
"
golang.org/x/term-v0.5.0,golang.org/x/term,v0.5.0,"SPDXRef-Package-gomod-golang.org-x-term-v0.5.0
"
golang.org/x/text-v0.7.0,golang.org/x/text,v0.7.0,"SPDXRef-Package-gomod-golang.org-x-text-v0.7.0
"
golang.org/x/sys-v0.5.0,golang.org/x/sys,v0.5.0,"SPDXRef-Package-gomod-golang.org-x-sys-v0.5.0
"
golang.org/x/net-v0.7.0,golang.org/x/net,v0.7.0,"SPDXRef-Package-gomod-golang.org-x-net-v0.7.0
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.27,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.27,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.27
"
golang.org/x/mod-v0.5.1,golang.org/x/mod,v0.5.1,"SPDXRef-Package-gomod-golang.org-x-mod-v0.5.1
"
k8s.io/klog/v2-v2.40.1,k8s.io/klog/v2,v2.40.1,"SPDXRef-Package-gomod-k8s.io-klog-v2-v2.40.1
"
github.com/cespare/xxhash/v2-v2.1.2,github.com/cespare/xxhash/v2,v2.1.2,"SPDXRef-Package-gomod-github.com-cespare-xxhash-v2-v2.1.2
"
github.com/moby/term-v0.0.0-20210619224110-3f7ff695adc6,github.com/moby/term,v0.0.0-20210619224110-3f7ff695adc6,"SPDXRef-Package-gomod-github.com-moby-term-v0.0.0-20210619224110-3f7ff695adc6
"
github.com/prometheus/common-v0.32.1,github.com/prometheus/common,v0.32.1,"SPDXRef-Package-gomod-github.com-prometheus-common-v0.32.1
"
golang.org/x/tools-v0.1.8,golang.org/x/tools,v0.1.8,"SPDXRef-Package-gomod-golang.org-x-tools-v0.1.8
"
golang.org/x/sys-v0.0.0-20220114195835-da31bd327af9,golang.org/x/sys,v0.0.0-20220114195835-da31bd327af9,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20220114195835-da31bd327af9
"
sigs.k8s.io/json-v0.0.0-20211208200746-9f7c6b3444d2,sigs.k8s.io/json,v0.0.0-20211208200746-9f7c6b3444d2,"SPDXRef-Package-gomod-sigs.k8s.io-json-v0.0.0-20211208200746-9f7c6b3444d2
"
github.com/prometheus/procfs-v0.7.3,github.com/prometheus/procfs,v0.7.3,"SPDXRef-Package-gomod-github.com-prometheus-procfs-v0.7.3
"
github.com/opencontainers/runc-v1.0.3,github.com/opencontainers/runc,v1.0.3,"SPDXRef-Package-gomod-github.com-opencontainers-runc-v1.0.3
"
k8s.io/utils-v0.0.0-20211208161948-7d6a63dca704,k8s.io/utils,v0.0.0-20211208161948-7d6a63dca704,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20211208161948-7d6a63dca704
"
github.com/prometheus/client_golang-v1.12.0,github.com/prometheus/client_golang,v1.12.0,"SPDXRef-Package-gomod-github.com-prometheus-clientC95golang-v1.12.0
"
github.com/cilium/ebpf-v0.7.0,github.com/cilium/ebpf,v0.7.0,"SPDXRef-Package-gomod-github.com-cilium-ebpf-v0.7.0
"
github.com/russross/blackfriday/v2-v2.1.0,github.com/russross/blackfriday/v2,v2.1.0,"SPDXRef-Package-gomod-github.com-russross-blackfriday-v2-v2.1.0
"
github.com/golang/mock-v1.6.0,github.com/golang/mock,v1.6.0,"SPDXRef-Package-gomod-github.com-golang-mock-v1.6.0
"
github.com/google/cadvisor-v0.44.0,github.com/google/cadvisor,v0.44.0,"SPDXRef-Package-gomod-github.com-google-cadvisor-v0.44.0
"
go.etcd.io/etcd/client/v3-v3.5.1,go.etcd.io/etcd/client/v3,v3.5.1,"SPDXRef-Package-gomod-go.etcd.io-etcd-client-v3-v3.5.1
"
github.com/cyphar/filepath-securejoin-v0.2.3,github.com/cyphar/filepath-securejoin,v0.2.3,"SPDXRef-Package-gomod-github.com-cyphar-filepath-securejoin-v0.2.3
"
github.com/prometheus/client_golang-v1.12.1,github.com/prometheus/client_golang,v1.12.1,"SPDXRef-Package-gomod-github.com-prometheus-clientC95golang-v1.12.1
"
sigs.k8s.io/kustomize/kustomize/v4-v4.5.4,sigs.k8s.io/kustomize/kustomize/v4,v4.5.4,"SPDXRef-Package-gomod-sigs.k8s.io-kustomize-kustomize-v4-v4.5.4
"
golang.org/x/tools-v0.1.10-0.20220218145154-897bd77cd717,golang.org/x/tools,v0.1.10-0.20220218145154-897bd77cd717,"SPDXRef-Package-gomod-golang.org-x-tools-v0.1.10-0.20220218145154-897bd77cd717
"
github.com/google/gnostic-v0.5.7-v3refs,github.com/google/gnostic,v0.5.7-v3refs,"SPDXRef-Package-gomod-github.com-google-gnostic-v0.5.7-v3refs
"
github.com/cpuguy83/go-md2man/v2-v2.0.1,github.com/cpuguy83/go-md2man/v2,v2.0.1,"SPDXRef-Package-gomod-github.com-cpuguy83-go-md2man-v2-v2.0.1
"
github.com/opencontainers/selinux-v1.10.0,github.com/opencontainers/selinux,v1.10.0,"SPDXRef-Package-gomod-github.com-opencontainers-selinux-v1.10.0
"
golang.org/x/net-v0.0.0-20220127200216-cd36cc0744dd,golang.org/x/net,v0.0.0-20220127200216-cd36cc0744dd,"SPDXRef-Package-gomod-golang.org-x-net-v0.0.0-20220127200216-cd36cc0744dd
"
github.com/containerd/console-v1.0.3,github.com/containerd/console,v1.0.3,"SPDXRef-Package-gomod-github.com-containerd-console-v1.0.3
"
k8s.io/utils-v0.0.0-20220210201930-3a6ce19ff2f9,k8s.io/utils,v0.0.0-20220210201930-3a6ce19ff2f9,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20220210201930-3a6ce19ff2f9
"
github.com/google/cel-go-v0.10.1,github.com/google/cel-go,v0.10.1,"SPDXRef-Package-gomod-github.com-google-cel-go-v0.10.1
"
golang.org/x/term-v0.0.0-20210927222741-03fcf44c2211,golang.org/x/term,v0.0.0-20210927222741-03fcf44c2211,"SPDXRef-Package-gomod-golang.org-x-term-v0.0.0-20210927222741-03fcf44c2211
"
github.com/containerd/containerd-v1.4.12,github.com/containerd/containerd,v1.4.12,"SPDXRef-Package-gomod-github.com-containerd-containerd-v1.4.12
"
sigs.k8s.io/kustomize/kyaml-v0.13.6,sigs.k8s.io/kustomize/kyaml,v0.13.6,"SPDXRef-Package-gomod-sigs.k8s.io-kustomize-kyaml-v0.13.6
"
k8s.io/klog/v2-v2.60.1,k8s.io/klog/v2,v2.60.1,"SPDXRef-Package-gomod-k8s.io-klog-v2-v2.60.1
"
github.com/spf13/cobra-v1.4.0,github.com/spf13/cobra,v1.4.0,"SPDXRef-Package-gomod-github.com-spf13-cobra-v1.4.0
"
golang.org/x/mod-v0.6.0-dev.0.20220106191415-9b9b3d81d5e3,golang.org/x/mod,v0.6.0-dev.0.20220106191415-9b9b3d81d5e3,"SPDXRef-Package-gomod-golang.org-x-mod-v0.6.0-dev.0.20220106191415-9b9b3d81d5e3
"
github.com/moby/sys/mountinfo-v0.6.0,github.com/moby/sys/mountinfo,v0.6.0,"SPDXRef-Package-gomod-github.com-moby-sys-mountinfo-v0.6.0
"
k8s.io/system-validators-v1.7.0,k8s.io/system-validators,v1.7.0,"SPDXRef-Package-gomod-k8s.io-system-validators-v1.7.0
"
github.com/blang/semver/v4-v4.0.0,github.com/blang/semver/v4,v4.0.0,"SPDXRef-Package-gomod-github.com-blang-semver-v4-v4.0.0
"
github.com/checkpoint-restore/go-criu/v5-v5.3.0,github.com/checkpoint-restore/go-criu/v5,v5.3.0,"SPDXRef-Package-gomod-github.com-checkpoint-restore-go-criu-v5-v5.3.0
"
go.etcd.io/etcd/client/pkg/v3-v3.5.1,go.etcd.io/etcd/client/pkg/v3,v3.5.1,"SPDXRef-Package-gomod-go.etcd.io-etcd-client-pkg-v3-v3.5.1
"
sigs.k8s.io/kustomize/api-v0.11.4,sigs.k8s.io/kustomize/api,v0.11.4,"SPDXRef-Package-gomod-sigs.k8s.io-kustomize-api-v0.11.4
"
k8s.io/kube-openapi-v0.0.0-20220328201542-3ee0da9b0b42,k8s.io/kube-openapi,v0.0.0-20220328201542-3ee0da9b0b42,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20220328201542-3ee0da9b0b42
"
go.etcd.io/etcd/api/v3-v3.5.1,go.etcd.io/etcd/api/v3,v3.5.1,"SPDXRef-Package-gomod-go.etcd.io-etcd-api-v3-v3.5.1
"
google.golang.org/genproto-v0.0.0-20220107163113-42d7afdf6368,google.golang.org/genproto,v0.0.0-20220107163113-42d7afdf6368,"SPDXRef-Package-gomod-google.golang.org-genproto-v0.0.0-20220107163113-42d7afdf6368
"
github.com/opencontainers/runc-v1.1.1,github.com/opencontainers/runc,v1.1.1,"SPDXRef-Package-gomod-github.com-opencontainers-runc-v1.1.1
"
github.com/godbus/dbus/v5-v5.0.6,github.com/godbus/dbus/v5,v5.0.6,"SPDXRef-Package-gomod-github.com-godbus-dbus-v5-v5.0.6
"
golang.org/x/sys-v0.0.0-20220209214540-3681064d5158,golang.org/x/sys,v0.0.0-20220209214540-3681064d5158,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20220209214540-3681064d5158
"
github.com/docker/distribution-v2.8.1,github.com/docker/distribution,v2.8.1,"SPDXRef-Package-gomod-github.com-docker-distribution-v2.8.1C43incompatible
"
k8s.io/kube-openapi-v0.0.0-20220316025549-ddc66922ab18,k8s.io/kube-openapi,v0.0.0-20220316025549-ddc66922ab18,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20220316025549-ddc66922ab18
"
github.com/google/cadvisor-v0.44.1,github.com/google/cadvisor,v0.44.1,"SPDXRef-Package-gomod-github.com-google-cadvisor-v0.44.1
"
github.com/google/cel-go-v0.10.4,github.com/google/cel-go,v0.10.4,"SPDXRef-Package-gomod-github.com-google-cel-go-v0.10.4
"
k8s.io/system-validators-v1.8.0,k8s.io/system-validators,v1.8.0,"SPDXRef-Package-gomod-k8s.io-system-validators-v1.8.0
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.37,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.37,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.37
"
golang.org/x/tools-v0.6.0,golang.org/x/tools,v0.6.0,"SPDXRef-Package-gomod-golang.org-x-tools-v0.6.0
"
github.com/opencontainers/runc-v1.1.6,github.com/opencontainers/runc,v1.1.6,"SPDXRef-Package-gomod-github.com-opencontainers-runc-v1.1.6
"
golang.org/x/text-v0.8.0,golang.org/x/text,v0.8.0,"SPDXRef-Package-gomod-golang.org-x-text-v0.8.0
"
golang.org/x/net-v0.8.0,golang.org/x/net,v0.8.0,"SPDXRef-Package-gomod-golang.org-x-net-v0.8.0
"
golang.org/x/sys-v0.6.0,golang.org/x/sys,v0.6.0,"SPDXRef-Package-gomod-golang.org-x-sys-v0.6.0
"
golang.org/x/mod-v0.8.0,golang.org/x/mod,v0.8.0,"SPDXRef-Package-gomod-golang.org-x-mod-v0.8.0
"
golang.org/x/term-v0.6.0,golang.org/x/term,v0.6.0,"SPDXRef-Package-gomod-golang.org-x-term-v0.6.0
"
golang.org/x/sync-v0.1.0,golang.org/x/sync,v0.1.0,"SPDXRef-Package-gomod-golang.org-x-sync-v0.1.0
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.36,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.36,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.36
"
github.com/vmware/govmomi-v0.30.0,github.com/vmware/govmomi,v0.30.0,"SPDXRef-Package-gomod-github.com-vmware-govmomi-v0.30.0
"
github.com/google/uuid-v1.3.0,github.com/google/uuid,v1.3.0,"SPDXRef-Package-gomod-github.com-google-uuid-v1.3.0
"
github.com/google/cadvisor-v0.44.2,github.com/google/cadvisor,v0.44.2,"SPDXRef-Package-gomod-github.com-google-cadvisor-v0.44.2
"
github.com/google/cel-go-v0.10.2,github.com/google/cel-go,v0.10.2,"SPDXRef-Package-gomod-github.com-google-cel-go-v0.10.2
"
k8s.io/kube-openapi-v0.0.0-20220603121420-31174f50af60,k8s.io/kube-openapi,v0.0.0-20220603121420-31174f50af60,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20220603121420-31174f50af60
"
golang.org/x/crypto-v0.0.0-20220315160706-3147a52a75dd,golang.org/x/crypto,v0.0.0-20220315160706-3147a52a75dd,"SPDXRef-Package-gomod-golang.org-x-crypto-v0.0.0-20220315160706-3147a52a75dd
"
github.com/antlr/antlr4/runtime/Go/antlr-v0.0.0-20220209173558-ad29539cd2e9,github.com/antlr/antlr4/runtime/Go/antlr,v0.0.0-20220209173558-ad29539cd2e9,"SPDXRef-Package-gomod-github.com-antlr-antlr4-runtime-Go-antlr-v0.0.0-20220209173558-ad29539cd2e9
"
github.com/golang-jwt/jwt/v4-v4.2.0,github.com/golang-jwt/jwt/v4,v4.2.0,"SPDXRef-Package-gomod-github.com-golang-jwt-jwt-v4-v4.2.0
"
github.com/google/cel-go-v0.11.2,github.com/google/cel-go,v0.11.2,"SPDXRef-Package-gomod-github.com-google-cel-go-v0.11.2
"
go.etcd.io/etcd/pkg/v3-v3.5.4,go.etcd.io/etcd/pkg/v3,v3.5.4,"SPDXRef-Package-gomod-go.etcd.io-etcd-pkg-v3-v3.5.4
"
github.com/go-logr/logr-v1.2.3,github.com/go-logr/logr,v1.2.3,"SPDXRef-Package-gomod-github.com-go-logr-logr-v1.2.3
"
github.com/container-storage-interface/spec-v1.6.0,github.com/container-storage-interface/spec,v1.6.0,"SPDXRef-Package-gomod-github.com-container-storage-interface-spec-v1.6.0
"
google.golang.org/grpc-v1.47.0,google.golang.org/grpc,v1.47.0,"SPDXRef-Package-gomod-google.golang.org-grpc-v1.47.0
"
github.com/pquerna/cachecontrol-v0.1.0,github.com/pquerna/cachecontrol,v0.1.0,"SPDXRef-Package-gomod-github.com-pquerna-cachecontrol-v0.1.0
"
github.com/Azure/go-autorest/autorest/mocks-v0.4.2,github.com/Azure/go-autorest/autorest/mocks,v0.4.2,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-mocks-v0.4.2
"
github.com/emicklei/go-restful/v3-v3.8.0,github.com/emicklei/go-restful/v3,v3.8.0,"SPDXRef-Package-gomod-github.com-emicklei-go-restful-v3-v3.8.0
"
github.com/google/go-cmp-v0.5.6,github.com/google/go-cmp,v0.5.6,"SPDXRef-Package-gomod-github.com-google-go-cmp-v0.5.6
"
go.etcd.io/etcd/client/v2-v2.305.4,go.etcd.io/etcd/client/v2,v2.305.4,"SPDXRef-Package-gomod-go.etcd.io-etcd-client-v2-v2.305.4
"
go.etcd.io/etcd/client/v3-v3.5.4,go.etcd.io/etcd/client/v3,v3.5.4,"SPDXRef-Package-gomod-go.etcd.io-etcd-client-v3-v3.5.4
"
go.etcd.io/etcd/api/v3-v3.5.4,go.etcd.io/etcd/api/v3,v3.5.4,"SPDXRef-Package-gomod-go.etcd.io-etcd-api-v3-v3.5.4
"
github.com/coredns/corefile-migration-v1.0.17,github.com/coredns/corefile-migration,v1.0.17,"SPDXRef-Package-gomod-github.com-coredns-corefile-migration-v1.0.17
"
github.com/Azure/go-autorest/autorest-v0.11.27,github.com/Azure/go-autorest/autorest,v0.11.27,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-v0.11.27
"
google.golang.org/genproto-v0.0.0-20220310185008-1973136f34c6,google.golang.org/genproto,v0.0.0-20220310185008-1973136f34c6,"SPDXRef-Package-gomod-google.golang.org-genproto-v0.0.0-20220310185008-1973136f34c6
"
github.com/MakeNowJust/heredoc-v1.0.0,github.com/MakeNowJust/heredoc,v1.0.0,"SPDXRef-Package-gomod-github.com-MakeNowJust-heredoc-v1.0.0
"
go.etcd.io/etcd/server/v3-v3.5.4,go.etcd.io/etcd/server/v3,v3.5.4,"SPDXRef-Package-gomod-go.etcd.io-etcd-server-v3-v3.5.4
"
github.com/Azure/go-autorest/autorest/adal-v0.9.20,github.com/Azure/go-autorest/autorest/adal,v0.9.20,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-adal-v0.9.20
"
bitbucket.org/bertimus9/systemstat-v0.5.0,bitbucket.org/bertimus9/systemstat,v0.5.0,"SPDXRef-Package-gomod-bitbucket.org-bertimus9-systemstat-v0.5.0
"
github.com/daviddengcn/go-colortext-v1.0.0,github.com/daviddengcn/go-colortext,v1.0.0,"SPDXRef-Package-gomod-github.com-daviddengcn-go-colortext-v1.0.0
"
github.com/go-logr/zapr-v1.2.3,github.com/go-logr/zapr,v1.2.3,"SPDXRef-Package-gomod-github.com-go-logr-zapr-v1.2.3
"
go.etcd.io/etcd/client/pkg/v3-v3.5.4,go.etcd.io/etcd/client/pkg/v3,v3.5.4,"SPDXRef-Package-gomod-go.etcd.io-etcd-client-pkg-v3-v3.5.4
"
go.etcd.io/etcd/raft/v3-v3.5.4,go.etcd.io/etcd/raft/v3,v3.5.4,"SPDXRef-Package-gomod-go.etcd.io-etcd-raft-v3-v3.5.4
"
github.com/chai2010/gettext-go-v1.0.2,github.com/chai2010/gettext-go,v1.0.2,"SPDXRef-Package-gomod-github.com-chai2010-gettext-go-v1.0.2
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.32,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.32,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.32
"
cloud.google.com/go-v0.97.0,cloud.google.com/go,v0.97.0,"SPDXRef-Package-gomod-cloud.google.com-go-v0.97.0
"
github.com/GoogleCloudPlatform/k8s-cloud-provider-v1.18.1-0.20220218231025-f11817397a1b,github.com/GoogleCloudPlatform/k8s-cloud-provider,v1.18.1-0.20220218231025-f11817397a1b,"SPDXRef-Package-gomod-github.com-GoogleCloudPlatform-k8s-cloud-provider-v1.18.1-0.20220218231025-f11817397a1b
"
github.com/googleapis/gax-go/v2-v2.1.1,github.com/googleapis/gax-go/v2,v2.1.1,"SPDXRef-Package-gomod-github.com-googleapis-gax-go-v2-v2.1.1
"
google.golang.org/api-v0.60.0,google.golang.org/api,v0.60.0,"SPDXRef-Package-gomod-google.golang.org-api-v0.60.0
"
github.com/opencontainers/runc-v1.1.3,github.com/opencontainers/runc,v1.1.3,"SPDXRef-Package-gomod-github.com-opencontainers-runc-v1.1.3
"
k8s.io/klog/v2-v2.70.0,k8s.io/klog/v2,v2.70.0,"SPDXRef-Package-gomod-k8s.io-klog-v2-v2.70.0
"
k8s.io/klog/v2-v2.70.1,k8s.io/klog/v2,v2.70.1,"SPDXRef-Package-gomod-k8s.io-klog-v2-v2.70.1
"
github.com/antlr/antlr4/runtime/Go/antlr-v0.0.0-20220418222510-f25a4f6275ed,github.com/antlr/antlr4/runtime/Go/antlr,v0.0.0-20220418222510-f25a4f6275ed,"SPDXRef-Package-gomod-github.com-antlr-antlr4-runtime-Go-antlr-v0.0.0-20220418222510-f25a4f6275ed
"
sigs.k8s.io/json-v0.0.0-20220713155537-f223a00ba0e2,sigs.k8s.io/json,v0.0.0-20220713155537-f223a00ba0e2,"SPDXRef-Package-gomod-sigs.k8s.io-json-v0.0.0-20220713155537-f223a00ba0e2
"
k8s.io/kube-openapi-v0.0.0-20220627174259-011e075b9cb8,k8s.io/kube-openapi,v0.0.0-20220627174259-011e075b9cb8,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20220627174259-011e075b9cb8
"
golang.org/x/tools-v0.1.10,golang.org/x/tools,v0.1.10,"SPDXRef-Package-gomod-golang.org-x-tools-v0.1.10
"
google.golang.org/protobuf-v1.28.0,google.golang.org/protobuf,v1.28.0,"SPDXRef-Package-gomod-google.golang.org-protobuf-v1.28.0
"
golang.org/x/sys-v0.0.0-20220319134239-a9b59b0215f8,golang.org/x/sys,v0.0.0-20220319134239-a9b59b0215f8,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20220319134239-a9b59b0215f8
"
github.com/google/cel-go-v0.12.3,github.com/google/cel-go,v0.12.3,"SPDXRef-Package-gomod-github.com-google-cel-go-v0.12.3
"
google.golang.org/genproto-v0.0.0-20220502173005-c8bf987b8c21,google.golang.org/genproto,v0.0.0-20220502173005-c8bf987b8c21,"SPDXRef-Package-gomod-google.golang.org-genproto-v0.0.0-20220502173005-c8bf987b8c21
"
github.com/onsi/gomega-v1.19.0,github.com/onsi/gomega,v1.19.0,"SPDXRef-Package-gomod-github.com-onsi-gomega-v1.19.0
"
github.com/onsi/ginkgo/v2-v2.1.4,github.com/onsi/ginkgo/v2,v2.1.4,"SPDXRef-Package-gomod-github.com-onsi-ginkgo-v2-v2.1.4
"
golang.org/x/net-v0.0.0-20220225172249-27dd8689420f,golang.org/x/net,v0.0.0-20220225172249-27dd8689420f,"SPDXRef-Package-gomod-golang.org-x-net-v0.0.0-20220225172249-27dd8689420f
"
golang.org/x/sys-v0.0.0-20220722155257-8c9f86f7a55f,golang.org/x/sys,v0.0.0-20220722155257-8c9f86f7a55f,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20220722155257-8c9f86f7a55f
"
github.com/google/cel-go-v0.12.4,github.com/google/cel-go,v0.12.4,"SPDXRef-Package-gomod-github.com-google-cel-go-v0.12.4
"
github.com/google/cadvisor-v0.45.0,github.com/google/cadvisor,v0.45.0,"SPDXRef-Package-gomod-github.com-google-cadvisor-v0.45.0
"
golang.org/x/net-v0.0.0-20220722155237-a158d28d115b,golang.org/x/net,v0.0.0-20220722155237-a158d28d115b,"SPDXRef-Package-gomod-golang.org-x-net-v0.0.0-20220722155237-a158d28d115b
"
github.com/imdario/mergo-v0.3.6,github.com/imdario/mergo,v0.3.6,"SPDXRef-Package-gomod-github.com-imdario-mergo-v0.3.6
"
sigs.k8s.io/kustomize/api-v0.12.1,sigs.k8s.io/kustomize/api,v0.12.1,"SPDXRef-Package-gomod-sigs.k8s.io-kustomize-api-v0.12.1
"
sigs.k8s.io/kustomize/kustomize/v4-v4.5.7,sigs.k8s.io/kustomize/kustomize/v4,v4.5.7,"SPDXRef-Package-gomod-sigs.k8s.io-kustomize-kustomize-v4-v4.5.7
"
sigs.k8s.io/kustomize/kyaml-v0.13.9,sigs.k8s.io/kustomize/kyaml,v0.13.9,"SPDXRef-Package-gomod-sigs.k8s.io-kustomize-kyaml-v0.13.9
"
github.com/xlab/treeprint-v1.1.0,github.com/xlab/treeprint,v1.1.0,"SPDXRef-Package-gomod-github.com-xlab-treeprint-v1.1.0
"
go.opentelemetry.io/contrib/instrumentation/github.com/emicklei/go-restful/otelrestful-v0.20.0,go.opentelemetry.io/contrib/instrumentation/github.com/emicklei/go-restful/otelrestful,v0.20.0,"SPDXRef-Package-gomod-go.opentelemetry.io-contrib-instrumentation-github.com-emicklei-go-restful-otelrestful-v0.20.0
"
k8s.io/kube-openapi-v0.0.0-20220803162953-67bda5d908f1,k8s.io/kube-openapi,v0.0.0-20220803162953-67bda5d908f1,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20220803162953-67bda5d908f1
"
github.com/matttproud/golang_protobuf_extensions-v1.0.1,github.com/matttproud/golang_protobuf_extensions,v1.0.1,"SPDXRef-Package-gomod-github.com-matttproud-golangC95protobufC95extensions-v1.0.1
"
k8s.io/utils-v0.0.0-20220728103510-ee6ede2d64ed,k8s.io/utils,v0.0.0-20220728103510-ee6ede2d64ed,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20220728103510-ee6ede2d64ed
"
github.com/google/go-cmp-v0.5.8,github.com/google/go-cmp,v0.5.8,"SPDXRef-Package-gomod-github.com-google-go-cmp-v0.5.8
"
github.com/google/cel-go-v0.12.5,github.com/google/cel-go,v0.12.5,"SPDXRef-Package-gomod-github.com-google-cel-go-v0.12.5
"
github.com/onsi/ginkgo/v2-v2.1.6,github.com/onsi/ginkgo/v2,v2.1.6,"SPDXRef-Package-gomod-github.com-onsi-ginkgo-v2-v2.1.6
"
github.com/onsi/gomega-v1.20.1,github.com/onsi/gomega,v1.20.1,"SPDXRef-Package-gomod-github.com-onsi-gomega-v1.20.1
"
github.com/google/cadvisor-v0.45.1,github.com/google/cadvisor,v0.45.1,"SPDXRef-Package-gomod-github.com-google-cadvisor-v0.45.1
"
github.com/google/cel-go-v0.12.6,github.com/google/cel-go,v0.12.6,"SPDXRef-Package-gomod-github.com-google-cel-go-v0.12.6
"
github.com/go-logr/stdr-v1.2.2,github.com/go-logr/stdr,v1.2.2,"SPDXRef-Package-gomod-github.com-go-logr-stdr-v1.2.2
"
go.opentelemetry.io/otel/sdk-v1.10.0,go.opentelemetry.io/otel/sdk,v1.10.0,"SPDXRef-Package-gomod-go.opentelemetry.io-otel-sdk-v1.10.0
"
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc-v1.10.0,go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc,v1.10.0,"SPDXRef-Package-gomod-go.opentelemetry.io-otel-exporters-otlp-otlptrace-otlptracegrpc-v1.10.0
"
